Navn;Stasjon;Tid(norsk normaltid);Høyeste middelvind (døgn)
Halten Fyr;SN71850;24.07.2019;8,3
Halten Fyr;SN71850;25.07.2019;9,1
Halten Fyr;SN71850;26.07.2019;9,3
Halten Fyr;SN71850;27.07.2019;9,2
Halten Fyr;SN71850;28.07.2019;7,5
Halten Fyr;SN71850;29.07.2019;11
Halten Fyr;SN71850;30.07.2019;11,5
Halten Fyr;SN71850;31.07.2019;15,5
Halten Fyr;SN71850;01.08.2019;8,7
Halten Fyr;SN71850;02.08.2019;5,8
Halten Fyr;SN71850;03.08.2019;5,2
Halten Fyr;SN71850;04.08.2019;5,9
Halten Fyr;SN71850;05.08.2019;6,5
Halten Fyr;SN71850;06.08.2019;9,5
Halten Fyr;SN71850;07.08.2019;8,7
Halten Fyr;SN71850;08.08.2019;8,2
Halten Fyr;SN71850;09.08.2019;6,3
Halten Fyr;SN71850;10.08.2019;14,9
Halten Fyr;SN71850;11.08.2019;10,4
Halten Fyr;SN71850;12.08.2019;9,7
Halten Fyr;SN71850;13.08.2019;12,1
Halten Fyr;SN71850;14.08.2019;14,5
Halten Fyr;SN71850;15.08.2019;7,4
Halten Fyr;SN71850;16.08.2019;11,1
Halten Fyr;SN71850;17.08.2019;13,1
Halten Fyr;SN71850;18.08.2019;9,6
Halten Fyr;SN71850;19.08.2019;6,3
Halten Fyr;SN71850;20.08.2019;13,3
Halten Fyr;SN71850;21.08.2019;17,2
Halten Fyr;SN71850;22.08.2019;8,5
Halten Fyr;SN71850;23.08.2019;7,9
Halten Fyr;SN71850;24.08.2019;6,5
Halten Fyr;SN71850;25.08.2019;17,7
Halten Fyr;SN71850;26.08.2019;9,1
Halten Fyr;SN71850;27.08.2019;6,1
Halten Fyr;SN71850;28.08.2019;6,7
Halten Fyr;SN71850;29.08.2019;11,5
Halten Fyr;SN71850;30.08.2019;10,9
Halten Fyr;SN71850;31.08.2019;10,9
Halten Fyr;SN71850;01.09.2019;15,5
Halten Fyr;SN71850;02.09.2019;14,2
Halten Fyr;SN71850;03.09.2019;14,5
Halten Fyr;SN71850;04.09.2019;14
Halten Fyr;SN71850;05.09.2019;13,9
Halten Fyr;SN71850;06.09.2019;13,3
Halten Fyr;SN71850;07.09.2019;7,3
Halten Fyr;SN71850;08.09.2019;8,3
Halten Fyr;SN71850;09.09.2019;7,2
Halten Fyr;SN71850;10.09.2019;4,7
Halten Fyr;SN71850;11.09.2019;11,1
Halten Fyr;SN71850;12.09.2019;16,5
Halten Fyr;SN71850;13.09.2019;18,3
Halten Fyr;SN71850;14.09.2019;16,9
Halten Fyr;SN71850;15.09.2019;20
Halten Fyr;SN71850;16.09.2019;18,6
Halten Fyr;SN71850;17.09.2019;11,4
Halten Fyr;SN71850;18.09.2019;12,6
Halten Fyr;SN71850;19.09.2019;12,6
Halten Fyr;SN71850;20.09.2019;19,2
Halten Fyr;SN71850;21.09.2019;19
Halten Fyr;SN71850;22.09.2019;8,6
Halten Fyr;SN71850;23.09.2019;8
Halten Fyr;SN71850;24.09.2019;5,9
Halten Fyr;SN71850;25.09.2019;7,9
Halten Fyr;SN71850;26.09.2019;10,2
Halten Fyr;SN71850;27.09.2019;18,4
Halten Fyr;SN71850;28.09.2019;16,8
Halten Fyr;SN71850;29.09.2019;13,4
Halten Fyr;SN71850;30.09.2019;12
Halten Fyr;SN71850;01.10.2019;13
Halten Fyr;SN71850;02.10.2019;8,6
Halten Fyr;SN71850;03.10.2019;10,5
Halten Fyr;SN71850;04.10.2019;13,9
Halten Fyr;SN71850;05.10.2019;8,5
Halten Fyr;SN71850;06.10.2019;7,3
Halten Fyr;SN71850;07.10.2019;6,8
Halten Fyr;SN71850;08.10.2019;9,8
Halten Fyr;SN71850;09.10.2019;10,8
Halten Fyr;SN71850;10.10.2019;8,8
Halten Fyr;SN71850;11.10.2019;6,9
Halten Fyr;SN71850;12.10.2019;9,2
Halten Fyr;SN71850;13.10.2019;9,4
Halten Fyr;SN71850;14.10.2019;5,6
Halten Fyr;SN71850;15.10.2019;7,1
Halten Fyr;SN71850;16.10.2019;11,5
Halten Fyr;SN71850;17.10.2019;11,9
Halten Fyr;SN71850;18.10.2019;10,3
Halten Fyr;SN71850;19.10.2019;13,2
Halten Fyr;SN71850;20.10.2019;9,7
Halten Fyr;SN71850;21.10.2019;11,5
Halten Fyr;SN71850;22.10.2019;28,3
Halten Fyr;SN71850;23.10.2019;19,1
Halten Fyr;SN71850;24.10.2019;9,7
Halten Fyr;SN71850;25.10.2019;16,6
Halten Fyr;SN71850;26.10.2019;15,7
Halten Fyr;SN71850;27.10.2019;13
Halten Fyr;SN71850;28.10.2019;12,6
Halten Fyr;SN71850;29.10.2019;13,2
Halten Fyr;SN71850;30.10.2019;15,4
Halten Fyr;SN71850;31.10.2019;15,2
Halten Fyr;SN71850;01.11.2019;11
Halten Fyr;SN71850;02.11.2019;11,6
Halten Fyr;SN71850;03.11.2019;12,4
Halten Fyr;SN71850;04.11.2019;7,7
Halten Fyr;SN71850;05.11.2019;4,8
Halten Fyr;SN71850;06.11.2019;4,3
Halten Fyr;SN71850;07.11.2019;4,6
Halten Fyr;SN71850;08.11.2019;5,7
Halten Fyr;SN71850;09.11.2019;6,9
Halten Fyr;SN71850;10.11.2019;8,9
Halten Fyr;SN71850;11.11.2019;10,3
Halten Fyr;SN71850;12.11.2019;12,9
Halten Fyr;SN71850;13.11.2019;12,8
Halten Fyr;SN71850;14.11.2019;7,4
Halten Fyr;SN71850;15.11.2019;12,9
Halten Fyr;SN71850;16.11.2019;9,9
Halten Fyr;SN71850;17.11.2019;11,2
Halten Fyr;SN71850;18.11.2019;11,8
Halten Fyr;SN71850;19.11.2019;11,4
Halten Fyr;SN71850;20.11.2019;12,5
Halten Fyr;SN71850;21.11.2019;11,8
Halten Fyr;SN71850;22.11.2019;16,1
Halten Fyr;SN71850;23.11.2019;16,3
Halten Fyr;SN71850;24.11.2019;6,6
Halten Fyr;SN71850;25.11.2019;4,5
Halten Fyr;SN71850;26.11.2019;10,4
Halten Fyr;SN71850;27.11.2019;10,9
Halten Fyr;SN71850;28.11.2019;14,6
Halten Fyr;SN71850;29.11.2019;20,6
Halten Fyr;SN71850;30.11.2019;17,7
Halten Fyr;SN71850;01.12.2019;20,2
Halten Fyr;SN71850;02.12.2019;16,5
Halten Fyr;SN71850;03.12.2019;16,1
Halten Fyr;SN71850;04.12.2019;21,4
Halten Fyr;SN71850;05.12.2019;21,3
Halten Fyr;SN71850;06.12.2019;17,6
Halten Fyr;SN71850;07.12.2019;15,3
Halten Fyr;SN71850;08.12.2019;14
Halten Fyr;SN71850;09.12.2019;17,9
Halten Fyr;SN71850;10.12.2019;19,7
Halten Fyr;SN71850;11.12.2019;22,2
Halten Fyr;SN71850;12.12.2019;18
Halten Fyr;SN71850;13.12.2019;14,2
Halten Fyr;SN71850;14.12.2019;18,7
Halten Fyr;SN71850;15.12.2019;15,3
Halten Fyr;SN71850;16.12.2019;10,8
Halten Fyr;SN71850;17.12.2019;12,8
Halten Fyr;SN71850;18.12.2019;8,4
Halten Fyr;SN71850;19.12.2019;10,8
Halten Fyr;SN71850;20.12.2019;9,3
Halten Fyr;SN71850;21.12.2019;14,9
Halten Fyr;SN71850;22.12.2019;10,2
Halten Fyr;SN71850;23.12.2019;4,7
Halten Fyr;SN71850;24.12.2019;4,6
Halten Fyr;SN71850;25.12.2019;6,4
Halten Fyr;SN71850;26.12.2019;6,7
Halten Fyr;SN71850;27.12.2019;11,4
Halten Fyr;SN71850;28.12.2019;14,5
Halten Fyr;SN71850;29.12.2019;23,1
Halten Fyr;SN71850;30.12.2019;20,5
Halten Fyr;SN71850;31.12.2019;19
Halten Fyr;SN71850;01.01.2020;27,8
Halten Fyr;SN71850;02.01.2020;25,5
Halten Fyr;SN71850;03.01.2020;25,6
Halten Fyr;SN71850;04.01.2020;23,2
Halten Fyr;SN71850;05.01.2020;18,2
Halten Fyr;SN71850;06.01.2020;12,7
Halten Fyr;SN71850;07.01.2020;18,2
Halten Fyr;SN71850;08.01.2020;24,1
Halten Fyr;SN71850;09.01.2020;24,2
Halten Fyr;SN71850;10.01.2020;14,4
Halten Fyr;SN71850;11.01.2020;22,9
Halten Fyr;SN71850;12.01.2020;20,3
Halten Fyr;SN71850;13.01.2020;23
Halten Fyr;SN71850;14.01.2020;18,5
Halten Fyr;SN71850;15.01.2020;14
Halten Fyr;SN71850;16.01.2020;20,5
Halten Fyr;SN71850;17.01.2020;20
Halten Fyr;SN71850;18.01.2020;16,3
Halten Fyr;SN71850;19.01.2020;20,3
Halten Fyr;SN71850;20.01.2020;22,9
Halten Fyr;SN71850;21.01.2020;21,7
Halten Fyr;SN71850;22.01.2020;22,7
Halten Fyr;SN71850;23.01.2020;23
Halten Fyr;SN71850;24.01.2020;22,7
Halten Fyr;SN71850;25.01.2020;21,8
Halten Fyr;SN71850;26.01.2020;23,3
Halten Fyr;SN71850;27.01.2020;11,5
Halten Fyr;SN71850;28.01.2020;9,7
Halten Fyr;SN71850;29.01.2020;16,3
Halten Fyr;SN71850;30.01.2020;15,6
Halten Fyr;SN71850;31.01.2020;18,9
Halten Fyr;SN71850;01.02.2020;20
Halten Fyr;SN71850;02.02.2020;17,9
Halten Fyr;SN71850;03.02.2020;11,5
Halten Fyr;SN71850;04.02.2020;18,4
Halten Fyr;SN71850;05.02.2020;19,2
Halten Fyr;SN71850;06.02.2020;2,4
Halten Fyr;SN71850;07.02.2020;6,9
Halten Fyr;SN71850;08.02.2020;6,6
Halten Fyr;SN71850;09.02.2020;9,8
Halten Fyr;SN71850;10.02.2020;11,2
Halten Fyr;SN71850;11.02.2020;7,3
Halten Fyr;SN71850;12.02.2020;7,1
Halten Fyr;SN71850;13.02.2020;8,7
Halten Fyr;SN71850;14.02.2020;4,4
Halten Fyr;SN71850;15.02.2020;15,7
Halten Fyr;SN71850;16.02.2020;22,2
Halten Fyr;SN71850;17.02.2020;15,5
Halten Fyr;SN71850;18.02.2020;18,8
Halten Fyr;SN71850;19.02.2020;11,4
Halten Fyr;SN71850;20.02.2020;15,7
Halten Fyr;SN71850;21.02.2020;25,3
Halten Fyr;SN71850;29.02.2020;14,6
Halten Fyr;SN71850;01.03.2020;15,3
Halten Fyr;SN71850;02.03.2020;14,9
Halten Fyr;SN71850;03.03.2020;18,7
Halten Fyr;SN71850;04.03.2020;21,2
Halten Fyr;SN71850;05.03.2020;10,7
Halten Fyr;SN71850;06.03.2020;15,9
Halten Fyr;SN71850;07.03.2020;11,1
Halten Fyr;SN71850;08.03.2020;18
Halten Fyr;SN71850;09.03.2020;18,1
Halten Fyr;SN71850;10.03.2020;11,5
Halten Fyr;SN71850;11.03.2020;16,8
Halten Fyr;SN71850;12.03.2020;17,2
Halten Fyr;SN71850;13.03.2020;20,6
Halten Fyr;SN71850;14.03.2020;16
Halten Fyr;SN71850;15.03.2020;21,8
Halten Fyr;SN71850;16.03.2020;13,4
Halten Fyr;SN71850;17.03.2020;19,9
Halten Fyr;SN71850;18.03.2020;19,1
Halten Fyr;SN71850;19.03.2020;17,7
Halten Fyr;SN71850;20.03.2020;12
Halten Fyr;SN71850;21.03.2020;10,1
Halten Fyr;SN71850;22.03.2020;18,2
Halten Fyr;SN71850;23.03.2020;17,9
Halten Fyr;SN71850;24.03.2020;19,7
Halten Fyr;SN71850;25.03.2020;23,4
Halten Fyr;SN71850;26.03.2020;15,2
Halten Fyr;SN71850;27.03.2020;17
Halten Fyr;SN71850;28.03.2020;20,9
Halten Fyr;SN71850;29.03.2020;18,3
Halten Fyr;SN71850;30.03.2020;16,2
Halten Fyr;SN71850;31.03.2020;20,8
Halten Fyr;SN71850;01.04.2020;14,7
Halten Fyr;SN71850;02.04.2020;19,8
Halten Fyr;SN71850;03.04.2020;20,1
Halten Fyr;SN71850;04.04.2020;16
Halten Fyr;SN71850;05.04.2020;11,6
Halten Fyr;SN71850;06.04.2020;12,4
Halten Fyr;SN71850;07.04.2020;17,2
Halten Fyr;SN71850;08.04.2020;21,5
Halten Fyr;SN71850;09.04.2020;20
Halten Fyr;SN71850;10.04.2020;15,2
Halten Fyr;SN71850;11.04.2020;9,8
Halten Fyr;SN71850;12.04.2020;24,2
Halten Fyr;SN71850;13.04.2020;27,8
Halten Fyr;SN71850;14.04.2020;15,6
Halten Fyr;SN71850;15.04.2020;16
Halten Fyr;SN71850;16.04.2020;17,9
Halten Fyr;SN71850;17.04.2020;15,2
Halten Fyr;SN71850;18.04.2020;9
Halten Fyr;SN71850;19.04.2020;5,6
Halten Fyr;SN71850;20.04.2020;6,2
Halten Fyr;SN71850;21.04.2020;7,6
Halten Fyr;SN71850;22.04.2020;6,6
Halten Fyr;SN71850;23.04.2020;8
Halten Fyr;SN71850;24.04.2020;9
Halten Fyr;SN71850;25.04.2020;9,2
Halten Fyr;SN71850;26.04.2020;7,7
Halten Fyr;SN71850;27.04.2020;8,8
Halten Fyr;SN71850;28.04.2020;8,9
Halten Fyr;SN71850;29.04.2020;8,5
Halten Fyr;SN71850;30.04.2020;12,8
Halten Fyr;SN71850;01.05.2020;14
Halten Fyr;SN71850;02.05.2020;7,9
Halten Fyr;SN71850;03.05.2020;12,3
Halten Fyr;SN71850;04.05.2020;11
Halten Fyr;SN71850;05.05.2020;21,7
Halten Fyr;SN71850;06.05.2020;17,9
Halten Fyr;SN71850;07.05.2020;10,6
Halten Fyr;SN71850;08.05.2020;12,9
Halten Fyr;SN71850;09.05.2020;7,6
Halten Fyr;SN71850;10.05.2020;13,8
Halten Fyr;SN71850;11.05.2020;13,6
Halten Fyr;SN71850;12.05.2020;13
Halten Fyr;SN71850;13.05.2020;13,3
Halten Fyr;SN71850;14.05.2020;12,9
Halten Fyr;SN71850;15.05.2020;14,4
Halten Fyr;SN71850;16.05.2020;15,9
Halten Fyr;SN71850;17.05.2020;13,3
Halten Fyr;SN71850;18.05.2020;10,8
Halten Fyr;SN71850;19.05.2020;11,2
Halten Fyr;SN71850;20.05.2020;4,2
Halten Fyr;SN71850;21.05.2020;5,6
Halten Fyr;SN71850;22.05.2020;15
Halten Fyr;SN71850;23.05.2020;18,5
Halten Fyr;SN71850;24.05.2020;13,3
Halten Fyr;SN71850;25.05.2020;9,2
Halten Fyr;SN71850;26.05.2020;10,4
Halten Fyr;SN71850;27.05.2020;13,6
Halten Fyr;SN71850;28.05.2020;11,3
Halten Fyr;SN71850;29.05.2020;9
Halten Fyr;SN71850;30.05.2020;5,6
Halten Fyr;SN71850;31.05.2020;4,8
Halten Fyr;SN71850;01.06.2020;4,6
Halten Fyr;SN71850;02.06.2020;6,8
Halten Fyr;SN71850;03.06.2020;12,2
Halten Fyr;SN71850;04.06.2020;11,3
Halten Fyr;SN71850;05.06.2020;10,5
Halten Fyr;SN71850;06.06.2020;9,9
Halten Fyr;SN71850;07.06.2020;12,2
Halten Fyr;SN71850;08.06.2020;17,5
Halten Fyr;SN71850;09.06.2020;8
Halten Fyr;SN71850;10.06.2020;11,1
Halten Fyr;SN71850;11.06.2020;11,6
Halten Fyr;SN71850;12.06.2020;10,6
Halten Fyr;SN71850;13.06.2020;12,9
Halten Fyr;SN71850;14.06.2020;2,7
Halten Fyr;SN71850;15.06.2020;4
Halten Fyr;SN71850;16.06.2020;8,5
Halten Fyr;SN71850;17.06.2020;7,9
Halten Fyr;SN71850;18.06.2020;8,6
Halten Fyr;SN71850;19.06.2020;9,4
Halten Fyr;SN71850;20.06.2020;8,6
Halten Fyr;SN71850;21.06.2020;14
Halten Fyr;SN71850;22.06.2020;5,9
Halten Fyr;SN71850;23.06.2020;6
Halten Fyr;SN71850;24.06.2020;4,3
Halten Fyr;SN71850;25.06.2020;7,9
Halten Fyr;SN71850;26.06.2020;10
Halten Fyr;SN71850;27.06.2020;9,3
Halten Fyr;SN71850;28.06.2020;14,6
Halten Fyr;SN71850;29.06.2020;10,6
Halten Fyr;SN71850;30.06.2020;12,3
Halten Fyr;SN71850;01.07.2020;13,1
Halten Fyr;SN71850;02.07.2020;7,7
Halten Fyr;SN71850;03.07.2020;7,9
Halten Fyr;SN71850;04.07.2020;6,5
Halten Fyr;SN71850;05.07.2020;11,6
Halten Fyr;SN71850;06.07.2020;11,4
Halten Fyr;SN71850;07.07.2020;10,2
Halten Fyr;SN71850;08.07.2020;7,9
Halten Fyr;SN71850;09.07.2020;11,3
Halten Fyr;SN71850;10.07.2020;8,8
Halten Fyr;SN71850;11.07.2020;12,9
Halten Fyr;SN71850;12.07.2020;12,1
Halten Fyr;SN71850;13.07.2020;9,3
Halten Fyr;SN71850;14.07.2020;6
Halten Fyr;SN71850;15.07.2020;3
Halten Fyr;SN71850;16.07.2020;3,2
Halten Fyr;SN71850;17.07.2020;9
Halten Fyr;SN71850;18.07.2020;7,6
Halten Fyr;SN71850;19.07.2020;7,6
Halten Fyr;SN71850;20.07.2020;6,7
Halten Fyr;SN71850;21.07.2020;9,3
Halten Fyr;SN71850;22.07.2020;9,9
Halten Fyr;SN71850;23.07.2020;10,5
Halten Fyr;SN71850;24.07.2020;11,1
Halten Fyr;SN71850;25.07.2020;9,7
Halten Fyr;SN71850;26.07.2020;11,9
Halten Fyr;SN71850;27.07.2020;16
Halten Fyr;SN71850;28.07.2020;14,5
Halten Fyr;SN71850;29.07.2020;10,6
Halten Fyr;SN71850;01.08.2020;5,7
Halten Fyr;SN71850;02.08.2020;7
Halten Fyr;SN71850;03.08.2020;12,7
Halten Fyr;SN71850;04.08.2020;13,4
Halten Fyr;SN71850;05.08.2020;10
Halten Fyr;SN71850;06.08.2020;7,2
Halten Fyr;SN71850;07.08.2020;6,7
Halten Fyr;SN71850;08.08.2020;13
Halten Fyr;SN71850;09.08.2020;9,2
Halten Fyr;SN71850;10.08.2020;4,5
Halten Fyr;SN71850;11.08.2020;8,5
Halten Fyr;SN71850;12.08.2020;5,4
Halten Fyr;SN71850;13.08.2020;5,8
Halten Fyr;SN71850;14.08.2020;11,8
Halten Fyr;SN71850;15.08.2020;14,1
Halten Fyr;SN71850;16.08.2020;9,6
Halten Fyr;SN71850;17.08.2020;9,6
Halten Fyr;SN71850;22.08.2020;13,9
Halten Fyr;SN71850;23.08.2020;15,1
Halten Fyr;SN71850;24.08.2020;14,4
Halten Fyr;SN71850;25.08.2020;16
Halten Fyr;SN71850;26.08.2020;6,8
Halten Fyr;SN71850;27.08.2020;7,3
Halten Fyr;SN71850;28.08.2020;5,9
Halten Fyr;SN71850;29.08.2020;6,8
Halten Fyr;SN71850;30.08.2020;11,2
Halten Fyr;SN71850;07.10.2020;9
Halten Fyr;SN71850;08.10.2020;9,2
Halten Fyr;SN71850;09.10.2020;7
Halten Fyr;SN71850;10.10.2020;6
Halten Fyr;SN71850;11.10.2020;10,4
Halten Fyr;SN71850;12.10.2020;11
Halten Fyr;SN71850;13.10.2020;9,2
Halten Fyr;SN71850;14.10.2020;6,7
Halten Fyr;SN71850;15.10.2020;10
Halten Fyr;SN71850;16.10.2020;9,2
Halten Fyr;SN71850;17.10.2020;20,2
Halten Fyr;SN71850;18.10.2020;20,4
Halten Fyr;SN71850;19.10.2020;12,9
Halten Fyr;SN71850;20.10.2020;13,9
Halten Fyr;SN71850;21.10.2020;12,8
Halten Fyr;SN71850;22.10.2020;7,4
Halten Fyr;SN71850;23.10.2020;9,4
Halten Fyr;SN71850;24.10.2020;8,4
Halten Fyr;SN71850;25.10.2020;17,5
Halten Fyr;SN71850;26.10.2020;11,8
Halten Fyr;SN71850;27.10.2020;9,7
Halten Fyr;SN71850;28.10.2020;7,4
Halten Fyr;SN71850;29.10.2020;6,4
Halten Fyr;SN71850;30.10.2020;14,2
Halten Fyr;SN71850;31.10.2020;16,4
Halten Fyr;SN71850;01.11.2020;20,7
Halten Fyr;SN71850;02.11.2020;21,1
Halten Fyr;SN71850;03.11.2020;17,8
Halten Fyr;SN71850;04.11.2020;22,7
Halten Fyr;SN71850;05.11.2020;26,4
Halten Fyr;SN71850;06.11.2020;18,4
Halten Fyr;SN71850;07.11.2020;20,7
Halten Fyr;SN71850;08.11.2020;9,7
Halten Fyr;SN71850;09.11.2020;10
Halten Fyr;SN71850;10.11.2020;6,2
Halten Fyr;SN71850;11.11.2020;9,4
Halten Fyr;SN71850;12.11.2020;13,4
Halten Fyr;SN71850;13.11.2020;14,3
Halten Fyr;SN71850;14.11.2020;15
Halten Fyr;SN71850;15.11.2020;12,1
Halten Fyr;SN71850;16.11.2020;17,9
Halten Fyr;SN71850;17.11.2020;21,3
Halten Fyr;SN71850;18.11.2020;16,4
Halten Fyr;SN71850;19.11.2020;21,9
Halten Fyr;SN71850;20.11.2020;19,8
Halten Fyr;SN71850;21.11.2020;22,9
Halten Fyr;SN71850;22.11.2020;26,9
Halten Fyr;SN71850;23.11.2020;19,1
Halten Fyr;SN71850;24.11.2020;14,9
Halten Fyr;SN71850;25.11.2020;12,6
Halten Fyr;SN71850;26.11.2020;8,6
Halten Fyr;SN71850;27.11.2020;14,1
Halten Fyr;SN71850;28.11.2020;10,5
Halten Fyr;SN71850;29.11.2020;12
Halten Fyr;SN71850;30.11.2020;14,2
Halten Fyr;SN71850;01.12.2020;14,5
Halten Fyr;SN71850;02.12.2020;13,5
Halten Fyr;SN71850;03.12.2020;17,4
Halten Fyr;SN71850;04.12.2020;18,2
Halten Fyr;SN71850;05.12.2020;12,7
Halten Fyr;SN71850;06.12.2020;10
Halten Fyr;SN71850;07.12.2020;10,1
Halten Fyr;SN71850;08.12.2020;19,2
Halten Fyr;SN71850;09.12.2020;12,9
Halten Fyr;SN71850;10.12.2020;13,7
Halten Fyr;SN71850;11.12.2020;17,2
Halten Fyr;SN71850;12.12.2020;16
Halten Fyr;SN71850;13.12.2020;8,3
Halten Fyr;SN71850;14.12.2020;15
Halten Fyr;SN71850;15.12.2020;13,1
Halten Fyr;SN71850;16.12.2020;8,3
Halten Fyr;SN71850;17.12.2020;14
Halten Fyr;SN71850;18.12.2020;13,3
Halten Fyr;SN71850;19.12.2020;12,1
Halten Fyr;SN71850;20.12.2020;13,6
Halten Fyr;SN71850;21.12.2020;11,6
Halten Fyr;SN71850;22.12.2020;12,5
Halten Fyr;SN71850;23.12.2020;14,2
Halten Fyr;SN71850;24.12.2020;14,9
Halten Fyr;SN71850;25.12.2020;12,7
Halten Fyr;SN71850;26.12.2020;16,2
Halten Fyr;SN71850;27.12.2020;21,7
Halten Fyr;SN71850;28.12.2020;20,4
Halten Fyr;SN71850;29.12.2020;19,8
Halten Fyr;SN71850;30.12.2020;12,2
Halten Fyr;SN71850;31.12.2020;7,6
Halten Fyr;SN71850;01.01.2021;5,5
Halten Fyr;SN71850;02.01.2021;11,8
Halten Fyr;SN71850;03.01.2021;4,9
Halten Fyr;SN71850;04.01.2021;7,6
Halten Fyr;SN71850;05.01.2021;6,3
Halten Fyr;SN71850;06.01.2021;7,4
Halten Fyr;SN71850;07.01.2021;11,4
Halten Fyr;SN71850;08.01.2021;10,6
Halten Fyr;SN71850;09.01.2021;18,1
Halten Fyr;SN71850;10.01.2021;20,7
Halten Fyr;SN71850;11.01.2021;12
Halten Fyr;SN71850;12.01.2021;15,9
Halten Fyr;SN71850;13.01.2021;15,7
Halten Fyr;SN71850;14.01.2021;5,7
Halten Fyr;SN71850;15.01.2021;5,6
Halten Fyr;SN71850;16.01.2021;9,3
Halten Fyr;SN71850;17.01.2021;8,3
Halten Fyr;SN71850;18.01.2021;10
Halten Fyr;SN71850;19.01.2021;14,8
Halten Fyr;SN71850;20.01.2021;17,3
Halten Fyr;SN71850;21.01.2021;23,7
Halten Fyr;SN71850;22.01.2021;20,6
Halten Fyr;SN71850;23.01.2021;15,1
Halten Fyr;SN71850;24.01.2021;8,7
Halten Fyr;SN71850;25.01.2021;10,9
Halten Fyr;SN71850;26.01.2021;13,9
Halten Fyr;SN71850;27.01.2021;14,3
Halten Fyr;SN71850;28.01.2021;14,7
Halten Fyr;SN71850;29.01.2021;16,6
Halten Fyr;SN71850;30.01.2021;12
Halten Fyr;SN71850;31.01.2021;14,1
Halten Fyr;SN71850;01.02.2021;10,4
Halten Fyr;SN71850;02.02.2021;9,5
Halten Fyr;SN71850;03.02.2021;9,8
Halten Fyr;SN71850;04.02.2021;12,2
Halten Fyr;SN71850;05.02.2021;7,1
Halten Fyr;SN71850;06.02.2021;8,3
Halten Fyr;SN71850;07.02.2021;6,1
Halten Fyr;SN71850;08.02.2021;7,4
Halten Fyr;SN71850;09.02.2021;12,6
Halten Fyr;SN71850;10.02.2021;9
Halten Fyr;SN71850;11.02.2021;8
Halten Fyr;SN71850;12.02.2021;13,6
Halten Fyr;SN71850;13.02.2021;18,6
Halten Fyr;SN71850;14.02.2021;13,7
Halten Fyr;SN71850;15.02.2021;16,8
Halten Fyr;SN71850;16.02.2021;18,9
Halten Fyr;SN71850;17.02.2021;20,3
Halten Fyr;SN71850;18.02.2021;13,8
Halten Fyr;SN71850;19.02.2021;14
Halten Fyr;SN71850;20.02.2021;13,6
Halten Fyr;SN71850;21.02.2021;12,8
Halten Fyr;SN71850;22.02.2021;11,2
Halten Fyr;SN71850;23.02.2021;11,3
Halten Fyr;SN71850;27.02.2021;18,4
Halten Fyr;SN71850;28.02.2021;18,1
Halten Fyr;SN71850;01.03.2021;23
Halten Fyr;SN71850;02.03.2021;13,4
Halten Fyr;SN71850;03.03.2021;17,2
Halten Fyr;SN71850;04.03.2021;16,6
Halten Fyr;SN71850;05.03.2021;15,4
Halten Fyr;SN71850;06.03.2021;23,8
Halten Fyr;SN71850;07.03.2021;22,2
Halten Fyr;SN71850;08.03.2021;19,1
Halten Fyr;SN71850;09.03.2021;12
Halten Fyr;SN71850;10.03.2021;20,8
Halten Fyr;SN71850;11.03.2021;23,5
Halten Fyr;SN71850;12.03.2021;16,8
Halten Fyr;SN71850;13.03.2021;6,9
Halten Fyr;SN71850;14.03.2021;5,8
Halten Fyr;SN71850;15.03.2021;12,1
Halten Fyr;SN71850;16.03.2021;11,6
Halten Fyr;SN71850;17.03.2021;10
Halten Fyr;SN71850;18.03.2021;9,9
Halten Fyr;SN71850;19.03.2021;14,5
Halten Fyr;SN71850;20.03.2021;19,3
Halten Fyr;SN71850;21.03.2021;20,8
Halten Fyr;SN71850;22.03.2021;13,5
Halten Fyr;SN71850;23.03.2021;16,7
Halten Fyr;SN71850;24.03.2021;21,7
Halten Fyr;SN71850;25.03.2021;16,8
Halten Fyr;SN71850;26.03.2021;13,2
Halten Fyr;SN71850;27.03.2021;15,1
Halten Fyr;SN71850;28.03.2021;11,2
Halten Fyr;SN71850;29.03.2021;26,6
Halten Fyr;SN71850;30.03.2021;24,1
Halten Fyr;SN71850;31.03.2021;11,9
Halten Fyr;SN71850;01.04.2021;15,1
Halten Fyr;SN71850;02.04.2021;15
Halten Fyr;SN71850;03.04.2021;15,7
Halten Fyr;SN71850;04.04.2021;22
Halten Fyr;SN71850;05.04.2021;21,8
Halten Fyr;SN71850;06.04.2021;22,8
Halten Fyr;SN71850;07.04.2021;16,9
Halten Fyr;SN71850;08.04.2021;12
Halten Fyr;SN71850;09.04.2021;14,5
Halten Fyr;SN71850;10.04.2021;10,7
Halten Fyr;SN71850;11.04.2021;8,9
Halten Fyr;SN71850;12.04.2021;11,9
Halten Fyr;SN71850;13.04.2021;12,6
Halten Fyr;SN71850;14.04.2021;12,6
Halten Fyr;SN71850;15.04.2021;13,4
Halten Fyr;SN71850;16.04.2021;7,2
Halten Fyr;SN71850;17.04.2021;4,1
Halten Fyr;SN71850;18.04.2021;3,8
Halten Fyr;SN71850;19.04.2021;4,1
Halten Fyr;SN71850;20.04.2021;9,4
Halten Fyr;SN71850;21.04.2021;12,6
Halten Fyr;SN71850;22.04.2021;18,5
Halten Fyr;SN71850;23.04.2021;17,4
