date,price,biomass,feed,removed,sea_temp,wind
2017-07-02,66.33176237626601,682540489.5502341,166186348.33754873,91606344.75163041,12.133042509841175,10.716666666666667
2017-07-03,65.71,684208350.1822224,167759535.50874013,92234806.53839055,12.234247459687532,11.108333333333334
2017-07-04,65.10802206697728,685876311.4046476,169318753.08329442,92894607.59273075,12.323630606641467,9.566666666666666
2017-07-05,64.54878726000518,687543742.5261915,170862386.63093176,93583131.34710127,12.401835972735853,9.058333333333332
2017-07-06,64.05590243291498,689210012.8555368,172388821.7213723,94297761.23395248,12.470940325714713,7.891666666666667
2017-07-07,63.65297443953802,690874491.7013658,173896443.9243362,95035880.68573466,12.533020433322081,8.633333333333333
2017-07-08,63.363610133705656,692536548.3723606,175383638.8095436,95794873.13489808,12.590153063301985,9.375
2017-07-09,63.21141636924921,694195552.1772035,176848791.9467147,96572122.01389311,12.644414983398457,10.5
2017-07-10,63.22,695850872.4245772,178290288.90556964,97365010.75517,12.697882961355528,10.758333333333333
2017-07-11,63.399426106603094,697501878.4231634,179706515.25582862,98170922.79117912,12.752634376588771,9.491666666666665
2017-07-12,63.7055926769585,699147939.4816449,181095856.56721172,98987241.55437072,12.810749055199928,10.808333333333332
2017-07-13,64.0808559257799,700788424.9087038,182456698.40943918,99811350.47719511,12.874307434962285,11.475
2017-07-14,64.46757206778103,702422704.0130225,183787426.35223112,100640632.99210264,12.945389953649132,9.17267156862745
2017-07-15,64.80809731767563,704050146.1032833,185086425.96530774,101472472.53154357,13.026077049033754,10.803676470588236
2017-07-16,65.04478789017737,705670120.4881682,186352082.81838918,102304252.52796824,13.118449158889437,14.126348039215685
2017-07-17,65.12,707281996.47636,187582782.48119557,103133356.41382694,13.22458672098947,13.274019607843139
2017-07-18,64.99307817133334,708885143.3765404,188776910.52344713,103957167.62156998,13.34540545482335,10.563357843137256
2017-07-19,64.69132016627162,710478930.4973923,189932852.514864,104773069.58364767,13.477162206745424,8.852696078431373
2017-07-20,64.25901205638523,712062727.1475978,191048994.02516633,105578445.7325103,13.614949104826252,9.917034313725491
2017-07-21,63.74043991324451,713635902.6358391,192123720.62407428,106370679.50060819,13.753858277136391,10.548039215686275
2017-07-22,63.17988980841983,715197826.2707986,193155417.88130805,107147154.32039167,13.888981851746406,7.120710784313726
2017-07-23,62.62164781348153,716747867.3611586,194142471.36658776,107905253.62431102,14.015411956726851,8.62671568627451
2017-07-24,62.11,718285395.2156012,195083266.64963362,108642360.84481654,14.128240720148288,8.566053921568628
2017-07-25,61.680476951503806,719809779.142809,195976189.3001657,109355859.41435853,14.22376133154368,7.330392156862746
2017-07-26,61.33358729935445,721320388.4514642,196819624.8879043,110043132.76538734,14.303071226295621,7.11139705882353
2017-07-27,61.061084186871625,722816592.4502492,197611958.98256943,110701564.33035325,14.36846890124911,9.492401960784314
2017-07-28,60.854720757375055,724297760.4478462,198351577.15388137,111328537.54170655,14.422252853249136,9.473406862745097
2017-07-29,60.70625015418445,725763261.7529374,199036864.97156024,111921435.83189757,14.466721579140707,9.562745098039215
2017-07-30,60.60742552061953,727212465.6742053,199666208.00532618,112477642.63337663,14.504173575768814,9.902083333333334
2017-07-31,60.55,728644741.520332,200237991.82489938,112994541.378594,14.536907339978455,13.366421568627452
2017-08-01,60.522565043059586,730059458.6,200750602.0,113469515.5,14.566676342004108,12.847426470588234
2017-08-02,60.50106533018814,731456286.9171928,201203172.23162398,113900784.31234825,14.593053945638166,10.886764705882351
2017-08-03,60.4582838491895,732836099.2570999,201597828.74587047,114289910.65960564,14.615068488062496,10.167769607843137
2017-08-04,60.36700358786751,734200069.1002116,201937445.90011433,114639293.26804233,14.63174830645897,10.46544117647059
2017-08-05,60.200007534026035,735549369.9270183,202224898.0517305,114951330.8639285,14.642121738009456,9.26311274509804
2017-08-06,59.93007867546891,736885175.2180107,202463059.55809385,115228422.17353432,14.645217119895827,11.169117647058824
2017-08-07,59.53,738208658.4536793,202654804.77657935,115472965.92313,14.64006278929995,11.275122549019608
2017-08-08,58.98663896955228,739520993.1145147,202803008.06456184,115687360.83898571,14.626329242519926,11.05612745098039
2017-08-09,58.3432009425752,740823352.6810075,202910543.7794162,115874005.6473716,14.60625561231877,9.828799019607844
2017-08-10,57.656975751647366,742116910.6336483,202980286.27851743,116035299.0745579,14.58272319057572,12.49313725490196
2017-08-11,56.985253229347336,743402840.4529271,203015109.91924042,116173639.84681477,14.558613269170026,16.26580882352941
2017-08-12,56.38532320825371,744682315.619335,203017889.05896002,116291426.69041237,14.53680713998092,14.363480392156864
2017-08-13,55.91447552094507,745956509.6133623,202991498.05505112,116391058.33162092,14.52018609488765,13.394485294117649
2017-08-14,55.63,747226595.9154997,202938811.2648887,116474933.49671057,14.511631425769457,13.033823529411764
2017-08-15,55.56915896211323,748493748.0062377,202862703.04584765,116545450.9119515,14.513086562892637,10.481495098039217
2017-08-16,55.689104660443995,749759139.3660668,202766047.75530282,116605009.30361392,14.522743490071706,11.179166666666667
2017-08-17,55.92696183226772,751023943.4754775,202651719.75062922,116656007.39796798,14.537856329508232,10.751838235294118
2017-08-18,56.219855214859784,752289333.8149602,202522593.38920164,116700843.92128387,14.555679203403786,10.507843137254902
2017-08-19,56.50490954549558,753556483.8650057,202381543.02839503,116741917.59983177,14.573466233959937,10.805514705882354
2017-08-20,56.719249561450525,754826567.1061046,202231443.0255843,116781627.15988187,14.588471543378255,12.54485294117647
2017-08-21,56.8,756100757.0187472,202075167.7381444,116822371.32770436,14.597949253860307,10.400857843137254
2017-08-22,56.70337241231553,757380227.0834241,201915591.52345014,116866548.82956938,14.59984421952053,8.881862745098038
2017-08-23,56.46192560515319,758666150.7806259,201755588.73887646,116916558.39174715,14.594864222124817,7.462867647058823
2017-08-24,56.127305199165164,759959701.5908431,201598033.74179834,116974798.74050784,14.584407775351922,8.668872549019609
2017-08-25,55.751156815003625,761262052.9945661,201445800.8895906,117043668.60212162,14.569873392880602,9.308210784313726
2017-08-26,55.385126073320805,762574378.4722859,201301764.53962818,117125566.70285867,14.552659588389618,9.855882352941176
2017-08-27,55.08085859476886,763897851.5044925,201168799.049286,117222891.7689892,14.534164875557728,6.995220588235294
2017-08-28,54.89,765233645.5716766,201049778.77593893,117338042.52678335,14.515787768063683,12.684558823529413
2017-08-29,54.8481385606363,766582934.154329,200947578.07696187,117473417.70251134,14.498516812521792,15.507230392156863
2017-08-30,54.92663315217939,767946890.7329398,200865071.30972978,117631416.02244331,14.48170068728854,15.17156862745098
2017-08-31,55.0807853011008,769326688.788,200805132.8316175,117814436.21284947,14.464278103655966,10.260906862745097
2017-09-01,55.265896533872045,770723501.8,200770637.0,118024877.0,14.445187772916102,9.000245098039215
2017-09-02,55.43726837696464,772137800.9454275,200763452.88935393,118264374.74197987,14.423368406360977,9.264583333333333
2017-09-03,55.55020235685012,773567248.1847603,200781428.44256335,118531516.32413316,14.397758715282636,7.520588235294118
2017-09-04,55.56,775008803.1744733,200821406.31961393,118824126.26361883,14.367297410973109,11.484926470588235
2017-09-05,55.43614331598476,776459425.5710415,200880229.18049154,119140029.07759573,14.331280144101735,12.115931372549019
2017-09-06,55.20483624677065,777916075.0309398,200954739.68518192,119477049.2832228,14.290430322847069,12.613602941176472
2017-09-07,54.9064632174229,779375711.2106434,201041780.49367085,119833011.39765894,14.245828294764976,9.394607843137255
2017-09-08,54.58140865300675,780835293.7666268,201138194.2659441,120205739.93806307,14.198554407411319,11.817279411764707
2017-09-09,54.2700569785874,782291782.3553655,201240823.66198745,120593059.42159408,14.149689008341953,11.173284313725489
2017-09-10,54.012792619230076,783742136.6333344,201346511.34178677,120992794.36541086,14.100312445112746,11.154289215686275
2017-09-11,53.85,785183316.2570081,201452099.96532768,121402769.28667234,14.051505065279557,12.401960784313724
2017-09-12,53.81201120749467,786612280.8828619,201554432.19259614,121820808.7025374,14.004190193012402,11.557965686274509
2017-09-13,53.88894897444065,788025990.1673707,201650350.68357775,122244737.13016495,13.958663058937917,9.95563725490196
2017-09-14,54.0608836950968,789421403.7670094,201736698.09825844,122672379.08671391,13.91506187029689,6.878308823529411
2017-09-15,54.30788576372196,790795481.338253,201810317.09662384,123101559.08934318,13.873524834330114,8.600980392156861
2017-09-16,54.610025574574976,792145182.5375764,201868050.33865988,123530101.65521166,13.834190158278375,10.306985294117647
2017-09-17,54.94737352191471,793467467.0214549,201906740.48435226,123955831.30147828,13.797196049382462,8.53799019607843
2017-09-18,55.3,794759294.4463632,201923230.19368678,124376572.54530191,13.76268071488317,7.560661764705883
2017-09-19,55.649980950246494,796017624.4687762,201914362.12664923,124790149.90384148,13.73055884976226,8.641666666666667
2017-09-20,55.98741450269707,797239416.7451692,201876978.94322538,125194387.89425586,13.699851099965437,10.966666666666667
2017-09-21,56.30440433455141,798421630.9320168,201807923.303401,125587111.03370398,13.669354599179368,12.450000000000001
2017-09-22,56.593054123009196,799561226.6857941,201704037.86716184,125966143.83934477,13.637866481090732,11.25
